"Отметка времени"	"1. Ваш вік "	"2. Ваша стать"	"3.  В якому класі навчається Ваша дитина або Ваші діти (можна обрати кілька варіантів відповідей)? "	"4. Зазначте свою область проживання"	"5.  У якому населеному пункті розташований Ваш заклад освіти   "	"6.       Оберіть тип Вашого закладу освіти "	"7.  Зазначте форму власності Вашого закладу освіти "	"8. В якому форматі працює Ваш заклад освіти? "	"9. У скільки змін організовано навчання?"	"10. Яку освітню платформу  або інформаційно-комунікаційну систему використовує Ваш заклад освіти для управління освітнім процесом та комунікації з батьками? "	"Якщо зазначили ""Інше"", то напишіть яку саме  систему"	"11.Які  інформаційно-комунікаційні сервіси використовує Ваш заклад освіти для організації навчання  в очному чи в змішаному форматі? (можна вибрати декілька варіантів відповідей)"	"Якщо зазначили ""Інше"", то напишіть який саме сервіс"	"12. Чи задоволені ви технічною підтримкою (допомогою в разі технічних проблем), яку надає заклад освіти для використання освітньої платформи?"	"13. Чи маєте Ви доступ до електронного журналу та щоденника?"	"14. Чи сайт Вашого закладу освіти містить актуальну та корисну для батьків інформацію?"	"15. Зазначте позиції, які містить сайт Вашого закладу освіти (можна вибрати декілька варіантів відповідей):"	"16. За допомогою яких комунікаційних сервісів або соціальних мереж Ви спілкуєтесь з класним керівником Вашої дитини? (можна вибрати декілька варіантів відповідей)"	"Якщо зазначили ""Інше"", то напишіть що саме використовуєте"	"17. Чи налагоджений зворотній зв’язок з іншими вчителями?"	"18. Чи практикує Ваш заклад освіти опитування батьків щодо якості організації освітнього процесу?"	"19. Чи має Ваша дитина належні навички для самостійного використання цифрових ресурсів у навчанні?"	"20. Наскільки самостійно навчається Ваша дитина під час дистанційного та змішаного формату навчання?"	"21.Чи має Ваша дитина доступ до пристрою (комп'ютера, планшета) для навчання вдома?"	"22. Що, на Вашу думку, можна покращити в  інформаційно-цифровому середовищі Вашого закладу освіти? (опишіть, будь ласка, Ваші пропозиції)"
10/9/2024 12:46:56	"від 35 до 45"	"Жінка"	"1 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Частково"	"Зворотній зв’язок"	"Viber"		"Ні"	"Так"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Частково (пристрій доступний не завжди)"	"Не знаю "
10/9/2024 13:02:52	"від 27 до 35"	"Жінка"	"1 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 14:02:23	"від 45 та старше"	"Жінка"	"11 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Ні, така підтримка не надається"	"Ні"	"Сайт не працює"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Ні"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/9/2024 14:43:11	"від 27 до 35"	"Жінка"	"2 клас"	"Полтавська область"	"смт"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Частково"	"Ні"	"Так"	"Поради щодо психологічної підтримки дітей"	"Viber"		"Ні"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 16:00:30	"від 35 до 45"	"Жінка"	"6 клас"	"Одеська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Ні"	"Так"	"Самостійно"	"Так"	"Не знаю "
10/9/2024 16:57:14	"від 35 до 45"	"Жінка"	"8 клас"	"Одеська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Єдина школа"		"Не знаю"		"Так"	"Так"	"Так"	"Нічого з вищезазначеного"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно"	"Так"	"Не знаю "
10/9/2024 17:01:27	"від 45 та старше"	"Жінка"	"4 клас"	"Одеська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 17:16:08	"від 27 до 35"	"Жінка"	"3 клас"	"Одеська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Частково"	"Ні"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Ні"	"не знаю "
10/9/2024 18:03:02	"від 45 та старше"	"Жінка"	"1 клас"	"Дніпропетровська область"	"місто"	"гімназія"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Мій клас"		"Zoom"		"Так"	"Ні"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Не знаю "
10/9/2024 18:10:03	"від 45 та старше"	"Жінка"	"4 клас"	"Дніпропетровська область"	"місто"	"гімназія"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Мій клас"		"Zoom"		"Так"	"Ні"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Ні"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 18:28:49	"від 35 до 45"	"Жінка"	"3 клас"	"Дніпропетровська область"	"місто"	"гімназія"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Мій клас"		"Zoom"		"Так"	"Так"	"Так"	"Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Не знаю "
10/9/2024 18:37:26	"від 27 до 35"	"Жінка"	"3 клас"	"Львівська область"	"місто"	"заклад загальної середньої освіти"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Zoom, Skype"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Ні"	"Не знаю "
